code,name,zone,state,address,latitude,longitude
BSE,BADSHAHPUR,,,,82.190552,25.652268
NBP,NIBHAPUR,,,,82.24969700000001,25.600347
MACR,MANGULI CHOWDWAR,,,,85.943313,20.529594
GDBR,GOONDA BIHAR,,,,86.08116700000001,23.067871
JHMR,JHIMRI,,,,86.0297573352,23.082344321900003
HNSL,HASLANG P.H.,,,,86.0119228906,23.091614317500003
LTMD,LATEMDA,,,,85.98911700000001,23.098392
BKKI,BAKARKUDI,,,,85.970936,23.095049
TUL,TIRALDIH,,,,85.930834,23.132246
SSIA,SUISA,,,,85.909013,23.196775
TRAN,TORANG,,,,85.858638,23.26814
ILO,ILLOO,,,,85.8587351117,23.291632860900002
ANVT,ANAND VIHAR TRM,,,,77.31521255,28.650503565399998
WIR,WAIR,,,,77.699434,28.347316
WSC,SHIVARAMPUR,,,,78.2071583875,27.244947755000002
GMH,GAMHARIA,,,,86.102793,22.796889
TELO,TELO,,,,86.13389199999999,23.811038
ADTP,ADITYAPUR,,,,86.158954,22.782212
TATA,TATANAGAR JN,,,,86.20056000000001,22.768954
SLJR,SALGA JHARI,,,,86.228747,22.75832
ASB,ASANBONI,,,,86.313908,22.712394
RHE,RAKHA MINES,,,,86.354133,22.674292
GUD,GALUDIH,,,,86.410494,22.648871999999997
GTS,GHATSILA,,,,86.479768,22.58616
DVM,DALBHUMGARH,,,,86.551921,22.506293
KKPR,KOKPARA,,,,86.642797,22.474065
CKU,CHAKULIA,,,,86.721161,22.478149
KNM,KANIMAHULI,,,,86.77839399999999,22.482202
GII,GIDNI,,,,86.853201,22.488471999999998
KATB,KHATKURA,,,,86.93022400000001,22.477455
BIRP,BIRARAJPUR,,,,86.06450201000001,22.8235001
KND,KANDRA,,,,86.047863,22.852966
BBDA,BARBENDA (RNC DIVISION),,,,86.110242,23.420983
KZU,KUNKI,,,,86.067757,22.875933
GUG,GARH JAIPUR,,,,86.142459,23.416141999999997
MIK,MANIKUL,,,,86.066359,22.919528
CAS,CHAS ROAD,,,,86.225425,23.415513
CNI,CHANDIL JN,,,,86.07210900000001,22.956014
GTD,GOURINATHDHAM,,,,86.275105,23.396293999999997
NIM,NIMDIH,,,,86.142118,22.993643
BRMD,BIRAMDIH,,,,86.19920954,23.04578437
BBM,BARABHUM,,,,86.2112372,23.0912864
URMA,URMA,,,,86.253775,23.157777
KTD,KANTADIH,,,,86.29629,23.21838
TAO,TAMNA,,,,86.352313,23.268988
PRR,PURULIA JN,,,,86.37787,23.324911
JGM,JHARGRAM,,,,86.9985316705,22.4549644863
BNB,BANSTOLA,,,,87.062669671,22.420974052600002
SUA,SARDIHA,,,,87.12364500000001,22.380612
KSO,KHEMASULI,,,,87.18486299999999,22.337768
KKQ,KALAIKUNDA,,,,87.24399951,22.32945442
NMP,NIMPURA,,,,87.26468600000001,22.332403
KIS,KAPILAS ROAD,,,,85.993925,20.558554
SJDR,SRI JHADESHWAR,,,,86.0192559912,20.5965342443
BYY,BYREE,,,,86.034947,20.628257
BRTG,BARITHENGARH,,,,86.05967143000001,20.65696901
DNM,DHANMANDAL,,,,86.11228,20.687806
HDS,HARIDASPUR,,,,86.116431,20.725882000000002
NGMP,NEW GARH MADHOPUR,,,,86.07210599999999,20.798857
JEN,JENAPUR,,,,86.06508,20.850842
BRMI,BRAHMANI PH,,,,86.0562098645,20.862952007599997
JKPR,JAKHAPURA,,,,86.06533999999999,20.917821
JJKR,JAJPUR KEONJHAR ROAD,,,,86.132518,20.943544
KRIH,KORAI HALT,,,,86.17599399999999,20.959417000000002
BTV,BAITARANI ROAD,,,,86.23539299999999,20.986995999999998
DLPT,DULAKHAPATNA,,,,86.28087400000001,21.007019
MZZ,MANJURI ROAD,,,,86.319698,21.012135999999998
KED,KENDUAPADA,,,,86.38353099999999,21.030623000000002
KPLD,KAPALI ROAD,,,,86.407911,21.040967000000002
BUDR,BAUDPUR,,,,86.4629040051,21.063446010800003
BHC,BHADRAKH,,,,86.5162305,21.091745799999998
RNTL,RANITAL,,,,86.55647400000001,21.149665
MKO,MARKONA,,,,86.596117,21.195555
SZZ,SABIRA,,,,86.62923699999999,21.236882
SORO,SORO,,,,86.69253900000001,21.291083999999998
BNBR,BAHANAGA BAZAR,,,,86.76172839,21.33613403
PNPN,PANPANA,,,,86.790524,21.358714999999997
KHF,KHANTAPARA,,,,86.822911,21.39628
NGRD,NILGIRI ROAD,,,,86.855469,21.426415000000002
BLS,BALASORE,,,,86.91958199999999,21.500521
TKPL,TIKIRAPAL HALT,,,,86.944638,21.535575
HIP,HALDIPADA,,,,86.996648,21.571438999999998
ROP,RUPSA JN,,,,87.018507,21.621995
LONI,LONI,,,,74.02051399999999,18.491630999999998
URI,URULI,,,,74.13682,18.494237
PUNE,PUNE JN,,,,73.873086,18.529378
GPRW,GHORPURI WEST,,,,73.8917897095,18.531687546900002
HDP,HADAPSAR,,,,73.927844,18.526887000000002
MJBK,MANJARI BUDRUK,,,,73.971424,18.512039
YT,YEVAT,,,,74.2563176276,18.4889359723
KTT,KHUTBAV,,,,74.3154633105,18.4861041325
KDG,KEDGAON,,,,74.3763730994,18.482085398400002
KDTN,KADETHAN,,,,74.42173336430001,18.4778037603
PAA,PATAS,,,,74.4696527191,18.4732663908
DDAP,DAUND PATAS ROAD,,,,74.520934,18.468688
DD,DAUND JN,,,,74.578622,18.463547
DDAM,DAUND A MMR,,,,74.5689755029,18.464752713200003
DDJA,DAUND GOODS YARD,,,,74.5607624341,18.4659368312
KSTH,KASHTI,,,,74.5994004132,18.5252942346
SGND,SHRIGONDA ROAD,,,,74.641466,18.598243
BWD,BELVANDI,,,,74.621981,18.710718
VPR,VISAPUR,,,,74.598861,18.82295
RNJD,RANJANGAON RD,,,,74.60070300000001,18.870972
SRL,SAROLA,,,,74.64829499999999,18.947656000000002
AKR,AKOLNER,,,,74.66906999999999,18.985409
ANG,AHMADNAGAR,,,,74.721882467,19.075519477700002
NNB,NIMBLAK,,,,74.68854097469999,19.1183528756
VL,VILAD,,,,74.675069,19.198579
VBR,VAMBORI,,,,74.684974,19.298579999999998
RRI,RAHURI,,,,74.677702,19.411550000000002
TKMY,TAKLIMIYA,,,,74.679765,19.453844
PDGN,PADHEGAON,,,,74.69233,19.536709000000002
NPW,NIPANI VADGAON,,,,74.70471599999999,19.587951
BAP,BELAPUR,,,,74.6617443079,19.619569311800003
CIT,CHITALI,,,,74.6239138208,19.6913918118
PB,PUNTAMBA,,,,74.621959715,19.762025526800002
KNGN,KANHEGAON,,,,74.57128710079999,19.8172996303
SNVR,SANVATSAR,,,,74.56058409549999,19.8832775017
KPG,KOPARGAON,,,,74.503328,19.902943
YL,YEOLA,,,,74.503246,20.043188999999998
ANK,ANKAI,,,,74.4697560736,20.1510279143
AAK,ANKAI KILA,,,,74.4368553961,20.183180430100002
SS,SHIRSOLI,,,,75.507613,20.932994
MWD,MHASAVAD,,,,75.4584622504,20.870401921
MYJ,MAHEJI,,,,75.424619975,20.7689244313
RCGT,RICHUGHUTU,,,,84.58081,23.659779
DEMU,DEMU,,,,84.52562,23.69708
LTHR,LATEHAR,,,,84.46812,23.725092
BFQ,BENDI,,,,84.416974,23.763612000000002
KMND,KUMENDI,,,,84.352452,23.766868000000002
HHG,HEHEGARA HALT (E),,,,84.258524,23.790124
CPDR,CHHIPADOHAR,,,,84.2023836389,23.8133333478
BRWD,BARWADIH JN,,,,84.11877999999999,23.843836
MAZ,MANGRA,,,,84.111898,23.881768
KCKI,KECKHI,,,,84.146829,23.928362999999997
CNF,CHIANKI,,,,84.11566,23.973902
DTO,DALTONGANJ,,,,84.07484299999999,24.033075
KFT,KAJRI,,,,84.0725284845,24.1067922143
RHR,RAJHURA,,,,84.01554999999999,24.154400000000003
LBT,LALGARH BIHAR HALT,,,,83.979632,24.161147
TRZ,TOLRA,,,,83.923324,24.18584
GHD,GARWA ROAD,,,,83.885116,24.214419
BCJ,BAGAHABISHUNPUR,,,,84.204658,24.811468
BSYA,BARKISALALYA,,,,84.178495,24.773978
ANH,ANKORAH AKORHA,,,,84.169539,24.761166999999997
NBG,NABENAGAR ROAD,,,,84.094044,24.653944
KYF,KAJRAT NAWADIH,,,,84.05014,24.591041
JPL,JAPLA,,,,84.00286600000001,24.538968999999998
HDN,HAIDARNAGAR,,,,83.951049,24.498081
KVQ,KOSIARA,,,,83.908564,24.478657000000002
MDJ,MUHAMMADGANJ,,,,83.869978,24.42644
SZF,SATBAHINI,,,,83.84911,24.386582
URD,UNTARE ROAD,,,,83.834497,24.34094
KRTA,KARKATA,,,,83.837652,24.296038000000003
SQS,SIGSIGI,,,,83.853323,24.260566999999998
RMT,RAMGARH CANT,,,,85.520249,23.617327
BRKA,BARKAKANA,,,,85.469553,23.624159
MAEL,MAEL,,,,85.626042,23.574668000000003
BHKD,BHURKUNDA,,,,85.3721452,23.6375642
BRKP,BARKIPONA,,,,85.64647599999999,23.568766
PTRU,PATRATU,,,,85.30587700000001,23.667024
GRE,GOLA ROAD,,,,85.697139,23.545551
TKS,TOKISUD,,,,85.239282,23.678639
HRBR,HARUBERA,,,,85.76022876969999,23.4999492658
HNDR,HENDEGIR,,,,85.169817,23.697803
SND,SONDIMRA,,,,85.782435799,23.476936582300002
KOLE,KOLE,,,,85.104901,23.695961
BLNG,BARLANGA,,,,85.833473,23.449913
RAY,RAY,,,,85.077816,23.690082
KLRE,KHALARI,,,,85.001627,23.651055
MGME,MCCLUSKIEGANJ,,,,84.940855,23.651781
MMLN,MAHUAMILAN,,,,84.854527,23.662240999999998
TORI,TORI,,,,84.739774,23.680808
CTQ,CHETAR,,,,84.646426,23.682881000000002
KCAB,K-CABIN BONDAMUNDA,,,,84.91385700000001,22.233321
ACAB,A-CABIN BONDAMUNDA,,,,84.945577,22.23969
LNKC,LINK C-CABIN,,,,84.974611,22.267173000000003
RNC,RANCHI,,,,85.33352,23.348811
NKM,NAMKON,,,,85.37667200000001,23.351755
TIS,TATISILWAI,,,,85.435706,23.369844999999998
GAG,GANGAGHAT,,,,85.5070501038,23.3613982411
KWKC,KHERWA KOCHA,,,,85.5948557446,23.360567527599997
JON,JONHA,,,,85.6089136389,23.3589592105
KITA,KITA,,,,85.76424803159999,23.364884802800002
SLF,SILLI,,,,85.82812938660001,23.351563397099998
MURI,MURI,,,,85.8669906885,23.376284371
THO,TULIN,,,,85.902125,23.378363
JAA,JHALIDA,,,,85.97528199999999,23.370005
BKDR,BEGUN KUDAR,,,,86.01258700000001,23.383687
KSX,KOTSHILA,,,,86.079548,23.411691
DRGU,DAMRU GHUTU,,,,86.08981,23.451359999999998
PNW,PUNDHAG,,,,86.08957600000001,23.508909
RDF,RADHAGAON,,,,86.08906499999999,23.59787
BKCA,BOKARO STEEL CITY A CABIN,,,,86.08772599999999,23.649514
BKSC,BOKARO STEEL CITY,,,,86.08501600000001,23.656551
BKSN,BKSC NORTH CABIN,,,,86.078541,23.671356
TKB,TUPKADIH,,,,86.0638904572,23.7136175901
RJB,RAJABERA,,,,86.080936,23.751105
CRP,CHANDRAPURA,,,,86.119775,23.755676
JNNA,JAMUNIATANR HALT,,,,86.1921944211,23.754897530999997
JMX,JAMUNI,,,,86.193727,23.762742
PLJE,PHULWARTANR,,,,86.226577,23.77515
BDQ,BUDORA,,,,86.23544766479999,23.7785572386
TNO,TUNDU,,,,86.252293,23.788733
SZE,SONARDIH,,,,86.265063,23.7915
TNJE,TENTULLA,,,,86.277173,23.790335
KTH,KATRASGARH,,,,86.302399,23.795757000000002
ANJE,ANGARPATHRA HALT,,,,86.319368,23.793062
SJA,SIJUA,,,,86.3297280994,23.7901556866
BZS,BANSJORA,,,,86.354545,23.789931
BZE,BASERIA,,,,86.381653,23.786754
KDS,KASUNDA JN,,,,86.39589356020001,23.7899886114
BWPB,BHAWANIPUR BIHAR,,,,87.8677507141,25.5946164603
MFA,MAKURIA,,,,87.88715343380001,25.6292447936
BOE,BARSOI JN,,,,87.9229421,25.651242200000002
HDB,HALDIBARI,,,,88.78193599999999,26.334952
KSBI,KASHIABARI,,,,88.76856599999999,26.384653999999998
MDG,MANDAL GHAT,,,,88.754758,26.430757
KDX,KADABARI HAT,,,,88.73098599999999,26.476201
JPG,JALPAIGURI,,,,88.723026,26.51816
MOP,MOHITNAGAR,,,,88.669651,26.53055
BAHN,BABHABGAON HALT,,,,87.8098941528,25.4483399037
KWE,KHURIAL,,,,87.82685530639999,25.4911139274
KMPH,KAMALPUR HALT,,,,87.8374616345,25.5183120087
AZR,AZAMNAGAR ROAD,,,,87.8523278357,25.555555642399998
SJGM,SANJAY GRAM,,,,87.890377,25.706241000000002
SUD,SUDHANI,,,,87.87948867189999,25.727853611399997
AHL,AJHARAIL,,,,87.848322,25.781637999999997
TETA,TELTA,,,,87.84221,25.806579
DLK,DALKOLHA,,,,87.83887700000001,25.873416
SJKL,SURJA KAMAL,,,,87.849258,25.935932
KKA,KANKI,,,,87.864524,26.003232999999998
HWR,HATWAR,,,,87.89303199999999,26.044989
THED,TAUHEED,,,,87.9308854236,26.0849205699
KNE,KISHANGANJ,,,,87.949657,26.097746
PJP,PANJIPARA,,,,88.0180577417,26.140165652700002
GIL,GAISAL,,,,88.0895072131,26.1848261159
GEOR,GUNJARIA,,,,88.132222,26.218465000000002
AUB,ALUABARI ROAD,,,,88.18561000000001,26.269681
DBQ,DHULABARI,,,,88.231234,26.361571
MXJ,MANGURJAN,,,,88.256909,26.412488
TMH,TIN MILE HAT,,,,88.279995,26.436601
DMZ,DUMDANGI,,,,88.296508,26.47724
CAT,CHATTAR HAT,,,,88.323376,26.548827
NJB,NIJBARI,,,,88.337505,26.587597
RNI,RANGAPANI,,,,88.37438599999999,26.664263000000002
NJP,NEW JALPAIGURI,,,,88.443391,26.683025
ABFC,AMBARI FALAKATA,,,,88.510593,26.641553000000002
BLK,BELAKOBA,,,,88.583312,26.591441
RQJ,RANINAGAR JALPAIGIRI,,,,88.64829300000001,26.544663
SMI,SITAMARHI JN,,,,85.504707,26.594374000000002
BHSA,BHISA HALT,,,,85.533501,26.576528999999997
PSZ,PARSAUNI,,,,85.574611,26.55631
BJT,BAJPATTI,,,,85.62061299999999,26.546976
AWPR,AWAPUR,,,,85.652916,26.508916000000003
BCPR,BACHHARPUR HALT,,,,85.66252866580001,26.4946286292
JNR,JANAKPUR ROAD,,,,85.70085599999999,26.467914
CNX,CHANDAUNA HALT,,,,85.72316500000001,26.440884
JGA,JOGIARA,,,,85.74673274050001,26.407114392700002
DBLI,DEBRABANDHAULI HALT,,,,85.76995,26.384826
MRTA,MURAITHA,,,,85.786612,26.369764999999997
KML,KAMTAUL,,,,85.808624,26.337348000000002
TQR,TEKTAR,,,,85.846291,26.275833
MHP,MUHAMMADPUR,,,,85.852798,26.236878
SHEO,SHISHO,,,,85.863867,26.206032
MFP,MUZAFFARPUR JN,,,,85.378006,26.122311
NRPA,NARAYANPUR ANANT,,,,85.409122,26.089052
SLT,SILAUT,,,,85.44337800000001,26.048926
SIHO,SIHO,,,,85.50594000000001,26.00841
DOL,DHOLI,,,,85.562495,25.976952
DUBH,DUBAHA,,,,85.617108,25.948784999999997
VBH,VISHNUPUR BATHUA HALT,,,,85.64428754389999,25.931020256700002
KRBP,KHUDIRAM B PUSA,,,,85.672677,25.906434
KPGM,KARPURIGRAM,,,,85.72417800000001,25.869802
KUQ,KURETHA,,,,87.64432343200001,25.4955599448
SAJH,SAHJA HALT,,,,87.67395400000001,25.478182
PQD,PRANPUR ROAD,,,,87.70486823670001,25.4623621243
LAV,LABHA,,,,87.74514032169999,25.439646755400002
DVJ,DILLI DEWAN GANJ,,,,87.778612,25.432721
MBC,MAHANANDA BGE,,,,88.0833990649,25.1883357022
KMRJ,KUMARGANJ,,,,88.065592,25.218816
SRPU,SRIPUR HALT,,,,88.0440169482,25.2570761576
SM,SAMSI,,,,88.00975700000001,25.276197
MFZ,MALAHAR,,,,87.95782,25.303708999999998
BKRD,BHALUKA ROAD F,,,,87.9121276,25.3425716
MQG,MILANGARH,,,,87.8962231482,25.368746039300003
HCR,HARISCHANDRPUR,,,,87.867051,25.403999000000002
KDPR,KUMEDPUR,,,,87.80435766599999,25.4334484028
KIR,KATIHAR JN,,,,87.566409,25.548947
MIYN,MANIYAN,,,,87.6069420667,25.5232741031
KIRB,KATIHAR CBO MB,,,,87.578873,25.552735
DLF,DALAN,,,,87.560853,25.6118
RWA,RAUTARA,,,,87.523472,25.674635000000002
RNX,RANIPATRA,,,,87.514183,25.735576
PRNA,PURNIA JN,,,,87.519124,25.790678
KUB,KASBA,,,,87.529476,25.860675
GBN,GARH BANAILI,,,,87.535041,25.915091
JAG,JALARGARH,,,,87.529496,25.953959
SATR,SATR HALT,,,,87.508427,26.001172999999998
KSY,KUSIARGAON,,,,87.47981800000001,26.057858000000003
ARQ,ARARIYA COURT,,,,87.446912,26.114921000000002
ARR,ARARIYA,,,,87.41199809689999,26.137118266799998
HOD,HALDITA BIHAR,,,,87.35900971560001,26.165935176599998
SMH,SIMRAHA,,,,87.32135753540001,26.1944356285
GPE,GOGIPOTHIA HALT,,,,87.284335,26.250043
DLZ,DHOLBAJA,,,,87.27139700000001,26.2748
FBG,FORBESGANJ,,,,87.262803,26.298901
BTF,BATHNAHA,,,,87.237767,26.341854
JBN,JOGBANI,,,,87.263262,26.402263
BZL,BELANAGAR,,,,88.318224,22.661604999999998
BLGT,BALURGHAT,,,,88.757636,25.232648
MKRH,MALLICKPUR HAT,,,,88.676426,25.325703
RMPB,RAMPUR BAZAR,,,,88.60611,25.358763
MLNH,MALANCHA,,,,88.586067,25.368716000000003
GRMP,GANGARAMPUR,,,,88.516447,25.390399
BNDP,BUNIADPUR,,,,88.402088,25.386267
DLPH,DAULATPUR HAT,,,,88.33278722,25.32611273
DOTL,DEOTALA,,,,88.294214,25.274328999999998
MANG,MAHANAGAR,,,,88.251102,25.247077
GZO,GAZOLE,,,,88.19888499999999,25.224984
BDAG,BONIDANGA,,,,87.81052581,24.82345158
BDBS,BINDUBASINI HAL,,,,87.859263,24.792848
TDLE,TILDANGA,,,,87.873801,24.786749
NFKB,NEW FARAKKA-B-CABIN,,,,87.91579300000001,24.782115
NFK,NEW FARAKKA JN,,,,87.915236,24.794558
CMX,CHAMAGRAM,,,,87.96334499999999,24.821334
KTJ,KHALTIPUR,,,,88.021646,24.875742000000002
JMQ,JAMIRGHATA,,,,88.06775999999999,24.916623
GZM,GOUR MALDA,,,,88.11078197,24.947944439999997
MLDT,MALDA TOWN,,,,88.130338,25.015659
OMLF,OLD MALDA,,,,88.143718,25.053174000000002
ADF,ADINA,,,,88.12318,25.114396999999997
EKI,EKLAKHI,,,,88.099492,25.167868000000002
JDA,JASODA,,,,79.820294,27.08393
KHDP,KHUDLAPUR,,,,79.78027300000001,27.098961
GHJ,GURSAHAIGANJ,,,,79.732035,27.118804
MLKP,MALIKPUR,,,,79.690181,27.161781
KDJ,KHUDAGANJ,,,,79.666264,27.184464000000002
SGRP,SINGHIRAMPUR,,,,79.62941099999999,27.262707
KLJ,KAMALGANJ,,,,79.620832,27.292663
YAG,YAQUTGANJ,,,,79.618493,27.32595
FGR,FATEHGARH,,,,79.62159,27.369608
FBD,FARRUKHABAD,,,,79.57173700000001,27.38236
HSY,HARSINGPUR GOBA,,,,79.49825360349999,27.4300235579
SHX,SHUKHARULLAPUR,,,,79.471943,27.44826
SSD,SHAMSABAD,,,,79.438167,27.469911999999997
BHTS,BHATASA,,,,79.38388843,27.50375661
KMJ,KAIMGANJ,,,,79.3272155493,27.5409770085
KXF,KAMPIL ROAD,,,,79.265007,27.567619
RDN,RUDAIN,,,,79.186618,27.579928
BAPR,BALLUPUR,,,,79.1451478125,27.5865985855
DRO,DARYAOGONJ,,,,79.0824955792,27.5980988686
NHX,NARTHAR,,,,79.02313742000001,27.6329307124
PTI,PATIALI,,,,78.9841732028,27.6843201328
GWA,GANJ DUNDWARA,,,,78.939319176,27.7264028171
GRAK,GARKHA,,,,78.8842900433,27.748517604099998
SWRT,SAHAWAR TOWN,,,,78.831344,27.794835
BHK,BADHARI KALAN,,,,78.734589,27.799053
KSJ,KASGANJ,,,,78.64602599999999,27.801887
MHA,MARAHRA,,,,78.55504400000001,27.746474000000003
AUL,AGSAULI,,,,78.44455300000001,27.705676999999998
SKA,SIKANDRA RAO,,,,78.387573,27.684085999999997
BTRO,BASTOI HALT,,,,78.285451,27.66742
RKN,RATI KA NAGLA,,,,78.24056900000001,27.654398
HTJ,HATHRAS ROAD,,,,78.136899,27.622436999999998
MEU,MENDU,,,,78.09995699999999,27.614247
HTC,HATHRAS CITY,,,,78.05506869999999,27.599816899999997
MSN,MURSAN,,,,77.9363,27.574211
SYZ,SONAI,,,,77.88736,27.570504
RAYA,RAYA,,,,77.7868838446,27.5524062276
MRT,MATHURA CANT,,,,77.685113,27.491013
CPA,KANPUR ANWARGANJ,,,,80.328444,26.456232999999997
RPO,RAWATPUR,,,,80.298113,26.482981000000002
KAP,KALIANPUR,,,,80.25289199999999,26.503485
MDA,MANDHANA JN,,,,80.222507,26.557002
CBR,CHAUBEPUR,,,,80.21142400000001,26.598927999999997
BJR,BARRAJPUR,,,,80.13867760000001,26.685165899999998
UTP,UTRIPURA,,,,80.095478,26.73974
DUO,DHAURSALAR,,,,80.08140399999999,26.798349
BLU,BILHAUR,,,,80.060383,26.839002
BKTS,BAKOTHIKHAS,,,,80.03776699999999,26.87806
ARL,AROUL,,,,80.01863300000001,26.920662
GWP,GANGAWAPUR HALT,,,,79.9979940411,26.958804182199998
MNMU,MANI MAU,,,,79.9651825488,26.98913852
KJN,KANNAUJ,,,,79.926109,27.026507
KJNC,KANNAUJ CITY,,,,79.909983,27.039814
JPP,JALALPUR PANWARA,,,,79.8736107968,27.0623131608
BC,BAREILLY CITY,,,,79.403718,28.3556564
NMDA,NEW MORINDA,,,,76.518125,30.776469
NLDM,NANGAL DAM,,,,76.37261500000001,31.370543
BNLY,BHANUPLI,,,,76.420351792,31.2990814767
ANSB,ANANDPUR SAHIB,,,,76.50060350000001,31.2305136
KART,KIRATPUR SAHIB,,,,76.563302,31.186811000000002
BARJ,BHARATGARH,,,,76.59140316889999,31.1104617696
GANL,GHANAULI,,,,76.59214300000001,31.025994
RPAR,RUPNAGAR,,,,76.533241,30.972816
MNPR,MINAPUR,,,,76.567332,30.911265
CTLI,CHATOULI,,,,76.580921825,30.856220295700002
KRLI,KURALI,,,,76.57193000000001,30.835005000000002
MRND,MORINDA,,,,76.502461,30.791519
NGWN,NOGANWAN,,,,76.44328700000001,30.738403
BSPN,BASSI PATHANAM,,,,76.4096692,30.6884592
FGSB,FATEHGARH SAHIB,,,,76.38812399999999,30.650726
MTI,MITAWAL,,,,78.19892399999999,27.292310999999998
BRN,BARHAN,,,,78.19231699999999,27.32891
DSBP,DELHI SHAHDARA B PANEL,,,,77.342818,28.670746
CNJ,CHANDER NAGAR,,,,77.33120100000001,28.662871000000003
ANVR,ANAND VIHAR,,,,77.3140236,28.6486144
MWC,MANDAWALI CHANDER VIHAR,,,,77.253315,28.613384
CMR,CHAMROLA,,,,78.180143,27.393031999999998
JLS,JALESAR ROAD,,,,78.16993,27.44546
PORA,PORA,,,,78.154207,27.532025
HRS,HATHRAS JN,,,,78.13706699999999,27.62483
SNS,SASNI,,,,78.1224601752,27.704263607599998
MXK,MANDRAK,,,,78.1102865904,27.7686349988
DAQ,DAUD KHAN,,,,78.09879699999999,27.830504
ALJN,ALIGARH JN,,,,78.074559,27.889584
SBB,SAHIBABAD,,,,77.364182,28.674037
GZB,GHAZIABAD,,,,77.431099,28.649702
CYZ,CHIPYANA BUZURG,,,,77.45934600000001,28.627976999999998
MIU,MARIPAT,,,,77.495428,28.586886
DER,DADRI,,,,77.537422,28.537940000000003
BRKY,BORAKI,,,,77.56361700000001,28.507907999999997
AJR,AJAIBPUR,,,,77.59373730349999,28.4728347205
DKDE,DANKAUR,,,,77.64321100000001,28.415313
WAIR,WAIR,,,,77.69926699999999,28.347255
CHL,CHOLA,,,,77.72940894,28.31216512
GNRL,GANGRAUL,,,,77.75473000000001,28.28297
SKQ,SIKANDARPUR,,,,77.783931,28.247759000000002
KRJ,KHURJA JN,,,,77.81903999999999,28.206407000000002
KAMP,KAMALPUR,,,,77.83998100000001,28.182673
DAR,DANWAR,,,,77.88391252,28.129968509999998
SOM,SOMNA,,,,77.948193,28.052674
KLA,KULWA,,,,78.007062,27.982509
MWUE,MAHRAWAL,,,,78.04247000000001,27.937875000000002
KUR,KHURDA ROAD JN,,,,85.70823399999999,20.153076
RTN,RETANG,,,,85.760851,20.199417999999998
SRKT,SARKANTRA,,,,85.79623099999999,20.228282
LGTR,LINGARAJ TEMPLE ROAD,,,,85.81587200000001,20.234947
BBS,BHUBANESWAR,,,,85.84259499999999,20.265388
BNBH,BANI BIHAR,,,,85.852653,20.292611
MCS,MANCHESWAR,,,,85.84486600000001,20.321861
PTAB,PATIA HALT,,,,85.841374,20.349273
BRAG,BARANG,,,,85.832573,20.400699
PURI,PURI,,,,85.839992,19.811459000000003
MLT,MALATIPATPUR,,,,85.83177,19.865258
JKDP,JANKIDAIPUR,,,,85.81927,19.888365
SIL,SAKHI GOPAL,,,,85.816074,19.942882
BRST,BIR PURUSHOTTAMPUR,,,,85.80635131,19.99039983
JPRD,JENAPUR ROAD,,,,85.786572,20.018355
JERD,JENAPUR PH,,,,85.786976,20.018615
DEG,DELANG,,,,85.76695,20.038474
KASR,KANAS ROAD,,,,85.7428,20.06205
MWQ,MOTARI HALT,,,,85.72919200000001,20.090583
HPGM,HARIPUR GRAM,,,,85.707856,20.133571999999997
NQR,NARAJ MARTHAPUR,,,,85.779525,20.459324
SPSR,SARPESWAR PH,,,,85.744973,20.482906
GHNH,GHANTIKHAL NIDHIPUR,,,,85.736186,20.510921999999997
RQP,RADHAKISHOREPUR,,,,85.754538,20.559919999999998
RJGR,RAJTHAGARH,,,,85.741633,20.576104
JRZ,JORANDA ROAD,,,,85.640413,20.623365
KSRK,KASRAK HALT,,,,79.684256,28.025029999999997
SCPR,SHYAMA CHARANPUR HALT,,,,85.616279,20.642413
MZM,MUZZAMPUR NARAIN,,,,78.222356,29.58301
DOKY,DUKHERI,,,,76.8839,30.294992
KES,KESRI,,,,76.933887,30.264574
TDW,TANDWAL,,,,76.98871199999999,30.23388
RAA,BARARA,,,,77.035501,30.213325
MFB,MUSTAFABAD,,,,77.123303,30.181009
DZP,DARAZPUR,,,,77.195721,30.152546
JUDW,JAGADHRI WORKSHOP,,,,77.240819,30.135558
JUD,YAMUNANAGAR-JAGADHRI,,,,77.287602,30.116844
KNZ,KALANOUR,,,,77.341227,30.082428
SSW,SARSAWA,,,,77.42396000000001,30.024226
PKY,PILKHANI,,,,77.472879,29.997528
SRE,SAHARANPUR,,,,77.54173899999999,29.960529
HNC,HINDAN CABIN,,,,77.597212,29.940002
BAE,BALIAKHERI,,,,77.63368,29.9285
SNKE,SUNEHTI KHARKHARI,,,,77.683524,29.913102000000002
YJUD,YAMUNANAGAR JAGADHARI,,,,77.28757996649999,30.1174255334
BHAW,BLOCK HUT A (BHA),,,,80.98059500000001,26.802226
UTR,UTRAHTIA,,,,80.974031,26.763061
BHDH,BAHADURPUR HALT,,,,79.7825431824,27.9522550839
BTRA,BANTHRA,,,,79.82818,27.929239
SPN,SHAHJEHANPUR,,,,79.904605,27.894224
SXK,SHAJAHANPURCORT,,,,79.913517,27.890862000000002
ROZA,ROZA JN,,,,79.956038,27.853121
PRPM,PT RAM PRASAD BISMIL,,,,79.957596,27.814705
MGMY,MUGHAL SARAI MARSHALING YARD,,,,83.1361698425,25.287126389900003
KKRH,KARAHIA,,,,83.771397,25.471614
GMR,GAHMAR,,,,83.80443100000001,25.488685
